id,sid,question_id,question,answer,sample_solution,rubric,label,level
21115_bio_2.4,21115,bio_2.4,"Entwickle Hypothesen zur Ursache der Unterschiede zwischen Individuen / Variation innerhalb der Art. Greife dabei auf dein Vorwissen zum Thema Genetik aus der Sekundarstufe I zurück. (LK stellt Frage: ""Wie entsteht Variation in einer Population, wenn sich die Allelfrequenzen im Genpool nicht verändern?"")","Ursache für Gemeinsamkeiten der Individuen : Gleicher Grundaufbau der Gene Gleiche Art Ursache für Unterschiede zwischen den Individuen : Mutation Genunterschiede LebensumständeInzest Fehlbildungen
","Ursache für Unterschiede zwischen den Individuen:
Rekombination bei Meiose und Befruchtung führt auch bei konstantem Genpool zum Auftreten innerartlicher Variation durch neue Merkmalskombinationen. ","{""0"": ""Die Sch\u00fcler:innen\n... nennen keine wissenschaftlich korrekte Hypothese/Vermutung zur Ursache der innerartlichen Variation bei Stadttauben."", ""1"": ""Die Sch\u00fcler:innen\n... nennen eine wissenschaftlich korrekte Hypothese/Vermutung zur Ursache der innerartlichen Variation bei Stadttauben mit Bezug auf Rekombination, Crossing-over oder Mutation."", ""2"": ""Die Sch\u00fcler:innen\n... nennen mindestens zwei wissenschaftlich korrekte Hypothesen/Vermutungen zur Ursache der innerartlichen Variation bei Stadttauben mit Bezug auf Rekombination, Crossing-over oder Mutation.""}",LP_2.4,1
6101_bio_2.4,6101,bio_2.4,"Entwickle Hypothesen zur Ursache der Unterschiede zwischen Individuen / Variation innerhalb der Art. Greife dabei auf dein Vorwissen zum Thema Genetik aus der Sekundarstufe I zurück. (LK stellt Frage: ""Wie entsteht Variation in einer Population, wenn sich die Allelfrequenzen im Genpool nicht verändern?"")","Ursache für Gemeinsamkeiten der Individuen : Es sind Tiere einer Art weswegen sie sich in den Haupteigenschaften gleichen Es sind Tiere die durch jahrelanger Evolution perfektioniert wurden und nun eine eigene Art gebildet hat die sich beständig weiter Fortpflanzt und sich dadurch in den Phänotypisch ähnelt Ursache für Unterschiede zwischen den Individuen : Mutationen Umwelteinflüsse Mensch / Raubtiere
","Ursache für Unterschiede zwischen den Individuen:
Rekombination bei Meiose und Befruchtung führt auch bei konstantem Genpool zum Auftreten innerartlicher Variation durch neue Merkmalskombinationen. ","{""0"": ""Die Sch\u00fcler:innen\n... nennen keine wissenschaftlich korrekte Hypothese/Vermutung zur Ursache der innerartlichen Variation bei Stadttauben."", ""1"": ""Die Sch\u00fcler:innen\n... nennen eine wissenschaftlich korrekte Hypothese/Vermutung zur Ursache der innerartlichen Variation bei Stadttauben mit Bezug auf Rekombination, Crossing-over oder Mutation."", ""2"": ""Die Sch\u00fcler:innen\n... nennen mindestens zwei wissenschaftlich korrekte Hypothesen/Vermutungen zur Ursache der innerartlichen Variation bei Stadttauben mit Bezug auf Rekombination, Crossing-over oder Mutation.""}",LP_2.4,1
1102_bio_2.4,1102,bio_2.4,"Entwickle Hypothesen zur Ursache der Unterschiede zwischen Individuen / Variation innerhalb der Art. Greife dabei auf dein Vorwissen zum Thema Genetik aus der Sekundarstufe I zurück. (LK stellt Frage: ""Wie entsteht Variation in einer Population, wenn sich die Allelfrequenzen im Genpool nicht verändern?"")","Ursache für Gemeinsamkeiten der Individuen : Gleiche DNA ( gleiches Erbgut ) außerdem stammen sie von den gleichen Vorfahren ab .
So werden die gleichen Merkmale immer an die kommenden Generationen vererbt und ein Gen Pool entsteht .
Ursache für Unterschiede zwischen den Individuen : Jede Taube ist trotzdem noch individuell , da unterschiedliche Gene expressiert werden können .
Je mehr Tauben es auch gibt , desto größer wird der genpool und desto verschiedner können die Tauben aussehen .
Geografische Isolation .
Mutation .
Migration .
","Ursache für Unterschiede zwischen den Individuen:
Rekombination bei Meiose und Befruchtung führt auch bei konstantem Genpool zum Auftreten innerartlicher Variation durch neue Merkmalskombinationen. ","{""0"": ""Die Sch\u00fcler:innen\n... nennen keine wissenschaftlich korrekte Hypothese/Vermutung zur Ursache der innerartlichen Variation bei Stadttauben."", ""1"": ""Die Sch\u00fcler:innen\n... nennen eine wissenschaftlich korrekte Hypothese/Vermutung zur Ursache der innerartlichen Variation bei Stadttauben mit Bezug auf Rekombination, Crossing-over oder Mutation."", ""2"": ""Die Sch\u00fcler:innen\n... nennen mindestens zwei wissenschaftlich korrekte Hypothesen/Vermutungen zur Ursache der innerartlichen Variation bei Stadttauben mit Bezug auf Rekombination, Crossing-over oder Mutation.""}",LP_2.4,1
2110_bio_2.4,2110,bio_2.4,"Entwickle Hypothesen zur Ursache der Unterschiede zwischen Individuen / Variation innerhalb der Art. Greife dabei auf dein Vorwissen zum Thema Genetik aus der Sekundarstufe I zurück. (LK stellt Frage: ""Wie entsteht Variation in einer Population, wenn sich die Allelfrequenzen im Genpool nicht verändern?"")","Ursache für Gemeinsamkeiten der Individuen : grundsätzlich gleiche / ähnliche DNAUrsache für Unterschiede zwischen den Individuen : Genmutationen Umwelteinflüsse Rekombinationen ( aus zwei Individuen wird ein ganz neues Individuum )
","Ursache für Unterschiede zwischen den Individuen:
Rekombination bei Meiose und Befruchtung führt auch bei konstantem Genpool zum Auftreten innerartlicher Variation durch neue Merkmalskombinationen. ","{""0"": ""Die Sch\u00fcler:innen\n... nennen keine wissenschaftlich korrekte Hypothese/Vermutung zur Ursache der innerartlichen Variation bei Stadttauben."", ""1"": ""Die Sch\u00fcler:innen\n... nennen eine wissenschaftlich korrekte Hypothese/Vermutung zur Ursache der innerartlichen Variation bei Stadttauben mit Bezug auf Rekombination, Crossing-over oder Mutation."", ""2"": ""Die Sch\u00fcler:innen\n... nennen mindestens zwei wissenschaftlich korrekte Hypothesen/Vermutungen zur Ursache der innerartlichen Variation bei Stadttauben mit Bezug auf Rekombination, Crossing-over oder Mutation.""}",LP_2.4,2
19114_bio_2.4,19114,bio_2.4,"Entwickle Hypothesen zur Ursache der Unterschiede zwischen Individuen / Variation innerhalb der Art. Greife dabei auf dein Vorwissen zum Thema Genetik aus der Sekundarstufe I zurück. (LK stellt Frage: ""Wie entsteht Variation in einer Population, wenn sich die Allelfrequenzen im Genpool nicht verändern?"")","Ursache für Gemeinsamkeiten der Individuen : Ein Punkt wäre , dass Ursache für Unterschiede zwischen den Individuen : Eine Ursache könnte eine Isolation über längere Zeit einer Gruppe sein , in welcher es durch die Umwelt unterschiedliche Ausprägungen gab .
Ein weiterer Punkt wäre
","Ursache für Unterschiede zwischen den Individuen:
Rekombination bei Meiose und Befruchtung führt auch bei konstantem Genpool zum Auftreten innerartlicher Variation durch neue Merkmalskombinationen. ","{""0"": ""Die Sch\u00fcler:innen\n... nennen keine wissenschaftlich korrekte Hypothese/Vermutung zur Ursache der innerartlichen Variation bei Stadttauben."", ""1"": ""Die Sch\u00fcler:innen\n... nennen eine wissenschaftlich korrekte Hypothese/Vermutung zur Ursache der innerartlichen Variation bei Stadttauben mit Bezug auf Rekombination, Crossing-over oder Mutation."", ""2"": ""Die Sch\u00fcler:innen\n... nennen mindestens zwei wissenschaftlich korrekte Hypothesen/Vermutungen zur Ursache der innerartlichen Variation bei Stadttauben mit Bezug auf Rekombination, Crossing-over oder Mutation.""}",LP_2.4,0
19105_bio_2.4,19105,bio_2.4,"Entwickle Hypothesen zur Ursache der Unterschiede zwischen Individuen / Variation innerhalb der Art. Greife dabei auf dein Vorwissen zum Thema Genetik aus der Sekundarstufe I zurück. (LK stellt Frage: ""Wie entsteht Variation in einer Population, wenn sich die Allelfrequenzen im Genpool nicht verändern?"")","Ursache für Gemeinsamkeiten der Individuen : Alle haben die Gleiche Abstammung und einen Gemeinsamen Lebensraum .
Gleiche Feinde , Ökologische Nische Ursache für Unterschiede zwischen den Individuen : Weiter Entwicklung , Tarnung , Krankheiten , Gene , Verschiedene Lebensbedingungen
","Ursache für Unterschiede zwischen den Individuen:
Rekombination bei Meiose und Befruchtung führt auch bei konstantem Genpool zum Auftreten innerartlicher Variation durch neue Merkmalskombinationen. ","{""0"": ""Die Sch\u00fcler:innen\n... nennen keine wissenschaftlich korrekte Hypothese/Vermutung zur Ursache der innerartlichen Variation bei Stadttauben."", ""1"": ""Die Sch\u00fcler:innen\n... nennen eine wissenschaftlich korrekte Hypothese/Vermutung zur Ursache der innerartlichen Variation bei Stadttauben mit Bezug auf Rekombination, Crossing-over oder Mutation."", ""2"": ""Die Sch\u00fcler:innen\n... nennen mindestens zwei wissenschaftlich korrekte Hypothesen/Vermutungen zur Ursache der innerartlichen Variation bei Stadttauben mit Bezug auf Rekombination, Crossing-over oder Mutation.""}",LP_2.4,0
2105_bio_2.4,2105,bio_2.4,"Entwickle Hypothesen zur Ursache der Unterschiede zwischen Individuen / Variation innerhalb der Art. Greife dabei auf dein Vorwissen zum Thema Genetik aus der Sekundarstufe I zurück. (LK stellt Frage: ""Wie entsteht Variation in einer Population, wenn sich die Allelfrequenzen im Genpool nicht verändern?"")","Ursache für Gemeinsamkeiten der Individuen : Grundgenetik Fortpflanzung Ursache für Unterschiede zwischen den Individuen : Mutationrezessive &amp; dominante Gene Selektion durch Umwelteinflüsse
","Ursache für Unterschiede zwischen den Individuen:
Rekombination bei Meiose und Befruchtung führt auch bei konstantem Genpool zum Auftreten innerartlicher Variation durch neue Merkmalskombinationen. ","{""0"": ""Die Sch\u00fcler:innen\n... nennen keine wissenschaftlich korrekte Hypothese/Vermutung zur Ursache der innerartlichen Variation bei Stadttauben."", ""1"": ""Die Sch\u00fcler:innen\n... nennen eine wissenschaftlich korrekte Hypothese/Vermutung zur Ursache der innerartlichen Variation bei Stadttauben mit Bezug auf Rekombination, Crossing-over oder Mutation."", ""2"": ""Die Sch\u00fcler:innen\n... nennen mindestens zwei wissenschaftlich korrekte Hypothesen/Vermutungen zur Ursache der innerartlichen Variation bei Stadttauben mit Bezug auf Rekombination, Crossing-over oder Mutation.""}",LP_2.4,1
2119_bio_2.4,2119,bio_2.4,"Entwickle Hypothesen zur Ursache der Unterschiede zwischen Individuen / Variation innerhalb der Art. Greife dabei auf dein Vorwissen zum Thema Genetik aus der Sekundarstufe I zurück. (LK stellt Frage: ""Wie entsteht Variation in einer Population, wenn sich die Allelfrequenzen im Genpool nicht verändern?"")","Ursache für Gemeinsamkeiten der Individuen : Lebensräume Äußere ErscheinungsbilderDNAUrsache für Unterschiede zwischen den Individuen : Natürliche Selektionen Verschiedene Lebensräume Mutationen Datenaustausch
","Ursache für Unterschiede zwischen den Individuen:
Rekombination bei Meiose und Befruchtung führt auch bei konstantem Genpool zum Auftreten innerartlicher Variation durch neue Merkmalskombinationen. ","{""0"": ""Die Sch\u00fcler:innen\n... nennen keine wissenschaftlich korrekte Hypothese/Vermutung zur Ursache der innerartlichen Variation bei Stadttauben."", ""1"": ""Die Sch\u00fcler:innen\n... nennen eine wissenschaftlich korrekte Hypothese/Vermutung zur Ursache der innerartlichen Variation bei Stadttauben mit Bezug auf Rekombination, Crossing-over oder Mutation."", ""2"": ""Die Sch\u00fcler:innen\n... nennen mindestens zwei wissenschaftlich korrekte Hypothesen/Vermutungen zur Ursache der innerartlichen Variation bei Stadttauben mit Bezug auf Rekombination, Crossing-over oder Mutation.""}",LP_2.4,1
222126_bio_2.4,222126,bio_2.4,"Entwickle Hypothesen zur Ursache der Unterschiede zwischen Individuen / Variation innerhalb der Art. Greife dabei auf dein Vorwissen zum Thema Genetik aus der Sekundarstufe I zurück. (LK stellt Frage: ""Wie entsteht Variation in einer Population, wenn sich die Allelfrequenzen im Genpool nicht verändern?"")","Ursache für Gemeinsamkeiten der Individuen : ähnlicher Genotyp , gleich Art Ursache für Unterschiede zwischen den Individuen : ähnlicher Genotyp
","Ursache für Unterschiede zwischen den Individuen:
Rekombination bei Meiose und Befruchtung führt auch bei konstantem Genpool zum Auftreten innerartlicher Variation durch neue Merkmalskombinationen. ","{""0"": ""Die Sch\u00fcler:innen\n... nennen keine wissenschaftlich korrekte Hypothese/Vermutung zur Ursache der innerartlichen Variation bei Stadttauben."", ""1"": ""Die Sch\u00fcler:innen\n... nennen eine wissenschaftlich korrekte Hypothese/Vermutung zur Ursache der innerartlichen Variation bei Stadttauben mit Bezug auf Rekombination, Crossing-over oder Mutation."", ""2"": ""Die Sch\u00fcler:innen\n... nennen mindestens zwei wissenschaftlich korrekte Hypothesen/Vermutungen zur Ursache der innerartlichen Variation bei Stadttauben mit Bezug auf Rekombination, Crossing-over oder Mutation.""}",LP_2.4,0
5107_bio_2.4,5107,bio_2.4,"Entwickle Hypothesen zur Ursache der Unterschiede zwischen Individuen / Variation innerhalb der Art. Greife dabei auf dein Vorwissen zum Thema Genetik aus der Sekundarstufe I zurück. (LK stellt Frage: ""Wie entsteht Variation in einer Population, wenn sich die Allelfrequenzen im Genpool nicht verändern?"")","Ursache für Gemeinsamkeiten der Individuen : Gemeinsamer genetischer Ursprung Anpassung an dieselbe Umwelt Vererbung Natürliche auslese Ursache für Unterschiede zwischen den Individuen : Mutation Rekombination Analogie
","Ursache für Unterschiede zwischen den Individuen:
Rekombination bei Meiose und Befruchtung führt auch bei konstantem Genpool zum Auftreten innerartlicher Variation durch neue Merkmalskombinationen. ","{""0"": ""Die Sch\u00fcler:innen\n... nennen keine wissenschaftlich korrekte Hypothese/Vermutung zur Ursache der innerartlichen Variation bei Stadttauben."", ""1"": ""Die Sch\u00fcler:innen\n... nennen eine wissenschaftlich korrekte Hypothese/Vermutung zur Ursache der innerartlichen Variation bei Stadttauben mit Bezug auf Rekombination, Crossing-over oder Mutation."", ""2"": ""Die Sch\u00fcler:innen\n... nennen mindestens zwei wissenschaftlich korrekte Hypothesen/Vermutungen zur Ursache der innerartlichen Variation bei Stadttauben mit Bezug auf Rekombination, Crossing-over oder Mutation.""}",LP_2.4,2
222118_bio_2.4,222118,bio_2.4,"Entwickle Hypothesen zur Ursache der Unterschiede zwischen Individuen / Variation innerhalb der Art. Greife dabei auf dein Vorwissen zum Thema Genetik aus der Sekundarstufe I zurück. (LK stellt Frage: ""Wie entsteht Variation in einer Population, wenn sich die Allelfrequenzen im Genpool nicht verändern?"")","Ursache für Gemeinsamkeiten : Häufige , im Genpool einer Population , auftretende Gemeinsamkeiten .
Hohe Allelfrequenz bestimmter Allele im Genpool führen zu Gemeinsamkeiten .
Ursache für Unterschiede zwischen den Individuen : Unterschiede können entstehen durch Mutationen , aber auch durch Rekombination kommt es zu unterschiedlichen Merkmals Ausprägungen , wie zum Beispiel unterschiedliche Fell Farben .
","Ursache für Unterschiede zwischen den Individuen:
Rekombination bei Meiose und Befruchtung führt auch bei konstantem Genpool zum Auftreten innerartlicher Variation durch neue Merkmalskombinationen. ","{""0"": ""Die Sch\u00fcler:innen\n... nennen keine wissenschaftlich korrekte Hypothese/Vermutung zur Ursache der innerartlichen Variation bei Stadttauben."", ""1"": ""Die Sch\u00fcler:innen\n... nennen eine wissenschaftlich korrekte Hypothese/Vermutung zur Ursache der innerartlichen Variation bei Stadttauben mit Bezug auf Rekombination, Crossing-over oder Mutation."", ""2"": ""Die Sch\u00fcler:innen\n... nennen mindestens zwei wissenschaftlich korrekte Hypothesen/Vermutungen zur Ursache der innerartlichen Variation bei Stadttauben mit Bezug auf Rekombination, Crossing-over oder Mutation.""}",LP_2.4,2
22117_bio_2.4,22117,bio_2.4,"Entwickle Hypothesen zur Ursache der Unterschiede zwischen Individuen / Variation innerhalb der Art. Greife dabei auf dein Vorwissen zum Thema Genetik aus der Sekundarstufe I zurück. (LK stellt Frage: ""Wie entsteht Variation in einer Population, wenn sich die Allelfrequenzen im Genpool nicht verändern?"")","Ursache für Gemeinsamkeiten der Individuen : Ursache für Unterschiede zwischen den Individuen : Änderung des Umfeld ( Klimawandel , neue Feinde , Konkurrenz , etc. )
Vererbte Gene Verhaltensweisen =) bestimmte Individuen merken , dass andere Taktiken besser funktionieren und dadurch neue „ Werkzeuge „ entwickeln
","Ursache für Unterschiede zwischen den Individuen:
Rekombination bei Meiose und Befruchtung führt auch bei konstantem Genpool zum Auftreten innerartlicher Variation durch neue Merkmalskombinationen. ","{""0"": ""Die Sch\u00fcler:innen\n... nennen keine wissenschaftlich korrekte Hypothese/Vermutung zur Ursache der innerartlichen Variation bei Stadttauben."", ""1"": ""Die Sch\u00fcler:innen\n... nennen eine wissenschaftlich korrekte Hypothese/Vermutung zur Ursache der innerartlichen Variation bei Stadttauben mit Bezug auf Rekombination, Crossing-over oder Mutation."", ""2"": ""Die Sch\u00fcler:innen\n... nennen mindestens zwei wissenschaftlich korrekte Hypothesen/Vermutungen zur Ursache der innerartlichen Variation bei Stadttauben mit Bezug auf Rekombination, Crossing-over oder Mutation.""}",LP_2.4,0
22118_bio_2.4,22118,bio_2.4,"Entwickle Hypothesen zur Ursache der Unterschiede zwischen Individuen / Variation innerhalb der Art. Greife dabei auf dein Vorwissen zum Thema Genetik aus der Sekundarstufe I zurück. (LK stellt Frage: ""Wie entsteht Variation in einer Population, wenn sich die Allelfrequenzen im Genpool nicht verändern?"")","Ursache für Gemeinsamkeiten der Individuen : Ursache für Unterschiede zwischen den Individuen : Durch das Weitergeben von Genen treffen unterschiedliche Gene aufeinander .
Davon sind einige dominant und andere rezessiv .
Das dominante setzt sich durch .
","Ursache für Unterschiede zwischen den Individuen:
Rekombination bei Meiose und Befruchtung führt auch bei konstantem Genpool zum Auftreten innerartlicher Variation durch neue Merkmalskombinationen. ","{""0"": ""Die Sch\u00fcler:innen\n... nennen keine wissenschaftlich korrekte Hypothese/Vermutung zur Ursache der innerartlichen Variation bei Stadttauben."", ""1"": ""Die Sch\u00fcler:innen\n... nennen eine wissenschaftlich korrekte Hypothese/Vermutung zur Ursache der innerartlichen Variation bei Stadttauben mit Bezug auf Rekombination, Crossing-over oder Mutation."", ""2"": ""Die Sch\u00fcler:innen\n... nennen mindestens zwei wissenschaftlich korrekte Hypothesen/Vermutungen zur Ursache der innerartlichen Variation bei Stadttauben mit Bezug auf Rekombination, Crossing-over oder Mutation.""}",LP_2.4,0
20113_bio_2.4,20113,bio_2.4,"Entwickle Hypothesen zur Ursache der Unterschiede zwischen Individuen / Variation innerhalb der Art. Greife dabei auf dein Vorwissen zum Thema Genetik aus der Sekundarstufe I zurück. (LK stellt Frage: ""Wie entsteht Variation in einer Population, wenn sich die Allelfrequenzen im Genpool nicht verändern?"")","Ursache für Gemeinsamkeiten der Individuen : Gemeinsamkeiten der fortpflanzenden 50/50 , gleich starke Gene Ursache für Unterschiede zwischen den Individuen : Umwelteinflüsse Verschiedene Arten pflanzen sich fort Survival of the fittest
","Ursache für Unterschiede zwischen den Individuen:
Rekombination bei Meiose und Befruchtung führt auch bei konstantem Genpool zum Auftreten innerartlicher Variation durch neue Merkmalskombinationen. ","{""0"": ""Die Sch\u00fcler:innen\n... nennen keine wissenschaftlich korrekte Hypothese/Vermutung zur Ursache der innerartlichen Variation bei Stadttauben."", ""1"": ""Die Sch\u00fcler:innen\n... nennen eine wissenschaftlich korrekte Hypothese/Vermutung zur Ursache der innerartlichen Variation bei Stadttauben mit Bezug auf Rekombination, Crossing-over oder Mutation."", ""2"": ""Die Sch\u00fcler:innen\n... nennen mindestens zwei wissenschaftlich korrekte Hypothesen/Vermutungen zur Ursache der innerartlichen Variation bei Stadttauben mit Bezug auf Rekombination, Crossing-over oder Mutation.""}",LP_2.4,0
19112_bio_2.4,19112,bio_2.4,"Entwickle Hypothesen zur Ursache der Unterschiede zwischen Individuen / Variation innerhalb der Art. Greife dabei auf dein Vorwissen zum Thema Genetik aus der Sekundarstufe I zurück. (LK stellt Frage: ""Wie entsteht Variation in einer Population, wenn sich die Allelfrequenzen im Genpool nicht verändern?"")","Ursache für Gemeinsamkeiten der Individuen : -Alle stammen ursprünglich vom selbem Vorfahren ab-Die Individuen leben in ähnlichen oder gleichen Lebensräumen , die die selben Anpassungen erfordern Ursache für Unterschiede zwischen den Individuen : -unterschiedliche Lebensräume , die verschiedene Anpassungen erfordern -Mutationen
","Ursache für Unterschiede zwischen den Individuen:
Rekombination bei Meiose und Befruchtung führt auch bei konstantem Genpool zum Auftreten innerartlicher Variation durch neue Merkmalskombinationen. ","{""0"": ""Die Sch\u00fcler:innen\n... nennen keine wissenschaftlich korrekte Hypothese/Vermutung zur Ursache der innerartlichen Variation bei Stadttauben."", ""1"": ""Die Sch\u00fcler:innen\n... nennen eine wissenschaftlich korrekte Hypothese/Vermutung zur Ursache der innerartlichen Variation bei Stadttauben mit Bezug auf Rekombination, Crossing-over oder Mutation."", ""2"": ""Die Sch\u00fcler:innen\n... nennen mindestens zwei wissenschaftlich korrekte Hypothesen/Vermutungen zur Ursache der innerartlichen Variation bei Stadttauben mit Bezug auf Rekombination, Crossing-over oder Mutation.""}",LP_2.4,1
6113_bio_2.4,6113,bio_2.4,"Entwickle Hypothesen zur Ursache der Unterschiede zwischen Individuen / Variation innerhalb der Art. Greife dabei auf dein Vorwissen zum Thema Genetik aus der Sekundarstufe I zurück. (LK stellt Frage: ""Wie entsteht Variation in einer Population, wenn sich die Allelfrequenzen im Genpool nicht verändern?"")","Ursache für Gemeinsamkeiten der Individuen : gleiche Oberart , gleiche Nahrung , Fressfeinde Ursache für Unterschiede zwischen den Individuen : Entwicklung von unterschiedlichen Arten durch Evolution -- &gt; Unterschiedliche Lebensräume ( ökologische Nische ) z. b. Anpassung des Gefieders , Züchtung ( Mensch ) , Selektion , Verhaltensisolation
","Ursache für Unterschiede zwischen den Individuen:
Rekombination bei Meiose und Befruchtung führt auch bei konstantem Genpool zum Auftreten innerartlicher Variation durch neue Merkmalskombinationen. ","{""0"": ""Die Sch\u00fcler:innen\n... nennen keine wissenschaftlich korrekte Hypothese/Vermutung zur Ursache der innerartlichen Variation bei Stadttauben."", ""1"": ""Die Sch\u00fcler:innen\n... nennen eine wissenschaftlich korrekte Hypothese/Vermutung zur Ursache der innerartlichen Variation bei Stadttauben mit Bezug auf Rekombination, Crossing-over oder Mutation."", ""2"": ""Die Sch\u00fcler:innen\n... nennen mindestens zwei wissenschaftlich korrekte Hypothesen/Vermutungen zur Ursache der innerartlichen Variation bei Stadttauben mit Bezug auf Rekombination, Crossing-over oder Mutation.""}",LP_2.4,0
5101_bio_2.4,5101,bio_2.4,"Entwickle Hypothesen zur Ursache der Unterschiede zwischen Individuen / Variation innerhalb der Art. Greife dabei auf dein Vorwissen zum Thema Genetik aus der Sekundarstufe I zurück. (LK stellt Frage: ""Wie entsteht Variation in einer Population, wenn sich die Allelfrequenzen im Genpool nicht verändern?"")","Ursache für Gemeinsamkeiten der Individuen : Da alle tauben zur einer Art gehören weisen sie im grunde ähliche Merkamale auf und besitzen charakteristische Ausprägungen für diese Art Ursache für Unterschiede zwischen den Individuen : Der genotyp und phänotyp weichen von Individuum zu individuum ab , was an der Diversität der Tiere liegt .
Evolutionär ist es vom Vorteil möglichst unterschiedlich zu sein .
","Ursache für Unterschiede zwischen den Individuen:
Rekombination bei Meiose und Befruchtung führt auch bei konstantem Genpool zum Auftreten innerartlicher Variation durch neue Merkmalskombinationen. ","{""0"": ""Die Sch\u00fcler:innen\n... nennen keine wissenschaftlich korrekte Hypothese/Vermutung zur Ursache der innerartlichen Variation bei Stadttauben."", ""1"": ""Die Sch\u00fcler:innen\n... nennen eine wissenschaftlich korrekte Hypothese/Vermutung zur Ursache der innerartlichen Variation bei Stadttauben mit Bezug auf Rekombination, Crossing-over oder Mutation."", ""2"": ""Die Sch\u00fcler:innen\n... nennen mindestens zwei wissenschaftlich korrekte Hypothesen/Vermutungen zur Ursache der innerartlichen Variation bei Stadttauben mit Bezug auf Rekombination, Crossing-over oder Mutation.""}",LP_2.4,0
6103_bio_2.4,6103,bio_2.4,"Entwickle Hypothesen zur Ursache der Unterschiede zwischen Individuen / Variation innerhalb der Art. Greife dabei auf dein Vorwissen zum Thema Genetik aus der Sekundarstufe I zurück. (LK stellt Frage: ""Wie entsteht Variation in einer Population, wenn sich die Allelfrequenzen im Genpool nicht verändern?"")","Ursache für Gemeinsamkeiten der Individuen : -Sind eine gleiche Art und aus einer gleichen Art entstanden-ähnliche Lebensräume bzw. Umweltfaktoren-gleiche Nahrung Ursache für Unterschiede zwischen den Individuen : -verschiedene Lebensräume- Mutationen- Merkmalsausprägung des Phänotyps- Fortplanzung
","Ursache für Unterschiede zwischen den Individuen:
Rekombination bei Meiose und Befruchtung führt auch bei konstantem Genpool zum Auftreten innerartlicher Variation durch neue Merkmalskombinationen. ","{""0"": ""Die Sch\u00fcler:innen\n... nennen keine wissenschaftlich korrekte Hypothese/Vermutung zur Ursache der innerartlichen Variation bei Stadttauben."", ""1"": ""Die Sch\u00fcler:innen\n... nennen eine wissenschaftlich korrekte Hypothese/Vermutung zur Ursache der innerartlichen Variation bei Stadttauben mit Bezug auf Rekombination, Crossing-over oder Mutation."", ""2"": ""Die Sch\u00fcler:innen\n... nennen mindestens zwei wissenschaftlich korrekte Hypothesen/Vermutungen zur Ursache der innerartlichen Variation bei Stadttauben mit Bezug auf Rekombination, Crossing-over oder Mutation.""}",LP_2.4,1
5102_bio_2.4,5102,bio_2.4,"Entwickle Hypothesen zur Ursache der Unterschiede zwischen Individuen / Variation innerhalb der Art. Greife dabei auf dein Vorwissen zum Thema Genetik aus der Sekundarstufe I zurück. (LK stellt Frage: ""Wie entsteht Variation in einer Population, wenn sich die Allelfrequenzen im Genpool nicht verändern?"")","Ursache für Gemeinsamkeiten der Individuen : Jedes Individuum bekommt ihre Erbinformationen von seiner Parentalgeneration geerbt .
Beide Elternteile geben gewisse genetische Merkmale zum Beispiel im Fall der Federfarbe Grau vom Vater und Braun / Weiß von der Mutter , grau ist in diesem Fall das dominante Gen und wird sich im Phänotyp durchsetzen .
Einige Gene sind dominant andere nicht , deshalb setzten sich gewisse Merkmale häufiger durch als andere , was zu Ähnlichkeiten und oder Unterschieden der Individuen führen kann .
Ursache für Unterschiede zwischen den Individuen : Das selbe gilt für die Unterschiede .
","Ursache für Unterschiede zwischen den Individuen:
Rekombination bei Meiose und Befruchtung führt auch bei konstantem Genpool zum Auftreten innerartlicher Variation durch neue Merkmalskombinationen. ","{""0"": ""Die Sch\u00fcler:innen\n... nennen keine wissenschaftlich korrekte Hypothese/Vermutung zur Ursache der innerartlichen Variation bei Stadttauben."", ""1"": ""Die Sch\u00fcler:innen\n... nennen eine wissenschaftlich korrekte Hypothese/Vermutung zur Ursache der innerartlichen Variation bei Stadttauben mit Bezug auf Rekombination, Crossing-over oder Mutation."", ""2"": ""Die Sch\u00fcler:innen\n... nennen mindestens zwei wissenschaftlich korrekte Hypothesen/Vermutungen zur Ursache der innerartlichen Variation bei Stadttauben mit Bezug auf Rekombination, Crossing-over oder Mutation.""}",LP_2.4,0
